source,target1,target2,method,category,type,race,gender,path,Unnamed: 9,zip_path,local_path
id02071,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,African,women,00195_fake.mp4,FakeAVCeleb/RealVideo-FakeAudio/African/women/id02071,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id02071/00195_fake.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id02071/00195_fake.mp4
id02301,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,African,women,00092_fake.mp4,FakeAVCeleb/RealVideo-FakeAudio/African/women/id02301,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id02301/00092_fake.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id02301/00092_fake.mp4
id02508,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,African,women,00083_fake.mp4,FakeAVCeleb/RealVideo-FakeAudio/African/women/id02508,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id02508/00083_fake.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id02508/00083_fake.mp4
id02586,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,African,women,00042_fake.mp4,FakeAVCeleb/RealVideo-FakeAudio/African/women/id02586,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id02586/00042_fake.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id02586/00042_fake.mp4
id02617,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,African,women,00028_fake.mp4,FakeAVCeleb/RealVideo-FakeAudio/African/women/id02617,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id02617/00028_fake.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id02617/00028_fake.mp4
id02721,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,African,women,00424_fake.mp4,FakeAVCeleb/RealVideo-FakeAudio/African/women/id02721,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id02721/00424_fake.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id02721/00424_fake.mp4
id02808,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,African,women,00056_fake.mp4,FakeAVCeleb/RealVideo-FakeAudio/African/women/id02808,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id02808/00056_fake.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id02808/00056_fake.mp4
id02824,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,African,women,00130_fake.mp4,FakeAVCeleb/RealVideo-FakeAudio/African/women/id02824,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id02824/00130_fake.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id02824/00130_fake.mp4
id02838,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,African,women,00080_fake.mp4,FakeAVCeleb/RealVideo-FakeAudio/African/women/id02838,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id02838/00080_fake.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id02838/00080_fake.mp4
id02948,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,African,women,00298_fake.mp4,FakeAVCeleb/RealVideo-FakeAudio/African/women/id02948,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id02948/00298_fake.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id02948/00298_fake.mp4
id03103,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,African,women,00130_fake.mp4,FakeAVCeleb/RealVideo-FakeAudio/African/women/id03103,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id03103/00130_fake.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id03103/00130_fake.mp4
id03569,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,African,women,00065_fake.mp4,FakeAVCeleb/RealVideo-FakeAudio/African/women/id03569,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id03569/00065_fake.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id03569/00065_fake.mp4
id03656,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,African,women,00052_fake.mp4,FakeAVCeleb/RealVideo-FakeAudio/African/women/id03656,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id03656/00052_fake.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id03656/00052_fake.mp4
id03658,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,African,women,00077_fake.mp4,FakeAVCeleb/RealVideo-FakeAudio/African/women/id03658,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id03658/00077_fake.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id03658/00077_fake.mp4
id03713,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,African,women,00249_fake.mp4,FakeAVCeleb/RealVideo-FakeAudio/African/women/id03713,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id03713/00249_fake.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id03713/00249_fake.mp4
id03747,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,African,women,00273_fake.mp4,FakeAVCeleb/RealVideo-FakeAudio/African/women/id03747,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id03747/00273_fake.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id03747/00273_fake.mp4
id04055,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,African,women,00001_fake.mp4,FakeAVCeleb/RealVideo-FakeAudio/African/women/id04055,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id04055/00001_fake.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id04055/00001_fake.mp4
id04245,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,African,women,00072_fake.mp4,FakeAVCeleb/RealVideo-FakeAudio/African/women/id04245,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id04245/00072_fake.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id04245/00072_fake.mp4
id04374,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,African,women,00032_fake.mp4,FakeAVCeleb/RealVideo-FakeAudio/African/women/id04374,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id04374/00032_fake.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id04374/00032_fake.mp4
id04376,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,African,women,00181_fake.mp4,FakeAVCeleb/RealVideo-FakeAudio/African/women/id04376,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id04376/00181_fake.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id04376/00181_fake.mp4
id04437,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,African,women,00002_fake.mp4,FakeAVCeleb/RealVideo-FakeAudio/African/women/id04437,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id04437/00002_fake.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id04437/00002_fake.mp4
id04540,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,African,women,00078_fake.mp4,FakeAVCeleb/RealVideo-FakeAudio/African/women/id04540,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id04540/00078_fake.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id04540/00078_fake.mp4
id04547,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,African,women,00052_fake.mp4,FakeAVCeleb/RealVideo-FakeAudio/African/women/id04547,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id04547/00052_fake.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id04547/00052_fake.mp4
id04689,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,African,women,00005_fake.mp4,FakeAVCeleb/RealVideo-FakeAudio/African/women/id04689,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id04689/00005_fake.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id04689/00005_fake.mp4
id04705,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,African,women,00408_fake.mp4,FakeAVCeleb/RealVideo-FakeAudio/African/women/id04705,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id04705/00408_fake.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id04705/00408_fake.mp4
id04736,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,African,women,00083_fake.mp4,FakeAVCeleb/RealVideo-FakeAudio/African/women/id04736,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id04736/00083_fake.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id04736/00083_fake.mp4
id04820,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,African,women,00015_fake.mp4,FakeAVCeleb/RealVideo-FakeAudio/African/women/id04820,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id04820/00015_fake.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id04820/00015_fake.mp4
id04939,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,African,women,00174_fake.mp4,FakeAVCeleb/RealVideo-FakeAudio/African/women/id04939,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id04939/00174_fake.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id04939/00174_fake.mp4
id05106,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,African,women,00078_fake.mp4,FakeAVCeleb/RealVideo-FakeAudio/African/women/id05106,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id05106/00078_fake.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id05106/00078_fake.mp4
id05231,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,African,women,00149_fake.mp4,FakeAVCeleb/RealVideo-FakeAudio/African/women/id05231,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id05231/00149_fake.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id05231/00149_fake.mp4
id05235,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,African,women,00052_fake.mp4,FakeAVCeleb/RealVideo-FakeAudio/African/women/id05235,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id05235/00052_fake.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id05235/00052_fake.mp4
id05251,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,African,women,00033_fake.mp4,FakeAVCeleb/RealVideo-FakeAudio/African/women/id05251,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id05251/00033_fake.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id05251/00033_fake.mp4
id05252,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,African,women,00052_fake.mp4,FakeAVCeleb/RealVideo-FakeAudio/African/women/id05252,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id05252/00052_fake.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id05252/00052_fake.mp4
id05980,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,African,women,00143_fake.mp4,FakeAVCeleb/RealVideo-FakeAudio/African/women/id05980,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id05980/00143_fake.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id05980/00143_fake.mp4
id00018,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,Caucasian (American),men,00181_fake.mp4,FakeAVCeleb/RealVideo-FakeAudio/Caucasian (American)/men/id00018,FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id00018/00181_fake.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id00018/00181_fake.mp4
id00020,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,Caucasian (American),men,00206_fake.mp4,FakeAVCeleb/RealVideo-FakeAudio/Caucasian (American)/men/id00020,FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id00020/00206_fake.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id00020/00206_fake.mp4
id00021,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,Caucasian (American),men,00010_fake.mp4,FakeAVCeleb/RealVideo-FakeAudio/Caucasian (American)/men/id00021,FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id00021/00010_fake.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id00021/00010_fake.mp4
id00029,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,Caucasian (American),men,00288_fake.mp4,FakeAVCeleb/RealVideo-FakeAudio/Caucasian (American)/men/id00029,FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id00029/00288_fake.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id00029/00288_fake.mp4
id00049,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,Caucasian (American),men,00118_fake.mp4,FakeAVCeleb/RealVideo-FakeAudio/Caucasian (American)/men/id00049,FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id00049/00118_fake.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id00049/00118_fake.mp4
id00052,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,Caucasian (American),men,00015_fake.mp4,FakeAVCeleb/RealVideo-FakeAudio/Caucasian (American)/men/id00052,FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id00052/00015_fake.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id00052/00015_fake.mp4
id00060,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,Caucasian (American),men,00307_fake.mp4,FakeAVCeleb/RealVideo-FakeAudio/Caucasian (American)/men/id00060,FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id00060/00307_fake.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id00060/00307_fake.mp4
id00062,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,Caucasian (American),men,00278_fake.mp4,FakeAVCeleb/RealVideo-FakeAudio/Caucasian (American)/men/id00062,FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id00062/00278_fake.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id00062/00278_fake.mp4
id00087,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,Caucasian (American),men,00002_fake.mp4,FakeAVCeleb/RealVideo-FakeAudio/Caucasian (American)/men/id00087,FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id00087/00002_fake.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id00087/00002_fake.mp4
id00088,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,Caucasian (American),men,00005_fake.mp4,FakeAVCeleb/RealVideo-FakeAudio/Caucasian (American)/men/id00088,FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id00088/00005_fake.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id00088/00005_fake.mp4
id00169,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,Caucasian (American),men,00021_fake.mp4,FakeAVCeleb/RealVideo-FakeAudio/Caucasian (American)/men/id00169,FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id00169/00021_fake.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id00169/00021_fake.mp4
id00179,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,Caucasian (American),men,00143_fake.mp4,FakeAVCeleb/RealVideo-FakeAudio/Caucasian (American)/men/id00179,FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id00179/00143_fake.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id00179/00143_fake.mp4
id00184,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,Caucasian (American),men,00241_fake.mp4,FakeAVCeleb/RealVideo-FakeAudio/Caucasian (American)/men/id00184,FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id00184/00241_fake.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id00184/00241_fake.mp4
id00243,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,Caucasian (American),men,00037_fake.mp4,FakeAVCeleb/RealVideo-FakeAudio/Caucasian (American)/men/id00243,FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id00243/00037_fake.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id00243/00037_fake.mp4
id00264,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,Caucasian (American),men,00257_fake.mp4,FakeAVCeleb/RealVideo-FakeAudio/Caucasian (American)/men/id00264,FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id00264/00257_fake.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id00264/00257_fake.mp4
id00345,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,Caucasian (American),men,00243_fake.mp4,FakeAVCeleb/RealVideo-FakeAudio/Caucasian (American)/men/id00345,FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id00345/00243_fake.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id00345/00243_fake.mp4
id00529,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,Caucasian (American),men,00409_fake.mp4,FakeAVCeleb/RealVideo-FakeAudio/Caucasian (American)/men/id00529,FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id00529/00409_fake.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id00529/00409_fake.mp4
id00696,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,Caucasian (American),men,00005_fake.mp4,FakeAVCeleb/RealVideo-FakeAudio/Caucasian (American)/men/id00696,FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id00696/00005_fake.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id00696/00005_fake.mp4
id00708,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,Caucasian (American),men,00043_fake.mp4,FakeAVCeleb/RealVideo-FakeAudio/Caucasian (American)/men/id00708,FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id00708/00043_fake.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id00708/00043_fake.mp4
id00775,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,Caucasian (American),men,00092_fake.mp4,FakeAVCeleb/RealVideo-FakeAudio/Caucasian (American)/men/id00775,FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id00775/00092_fake.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id00775/00092_fake.mp4
id00777,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,Caucasian (American),men,00160_fake.mp4,FakeAVCeleb/RealVideo-FakeAudio/Caucasian (American)/men/id00777,FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id00777/00160_fake.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id00777/00160_fake.mp4
id00943,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,Caucasian (American),men,00304_fake.mp4,FakeAVCeleb/RealVideo-FakeAudio/Caucasian (American)/men/id00943,FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id00943/00304_fake.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id00943/00304_fake.mp4
id00945,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,Caucasian (American),men,00107_fake.mp4,FakeAVCeleb/RealVideo-FakeAudio/Caucasian (American)/men/id00945,FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id00945/00107_fake.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id00945/00107_fake.mp4
id00971,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,Caucasian (American),men,00253_fake.mp4,FakeAVCeleb/RealVideo-FakeAudio/Caucasian (American)/men/id00971,FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id00971/00253_fake.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id00971/00253_fake.mp4
id01035,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,Caucasian (American),men,00012_fake.mp4,FakeAVCeleb/RealVideo-FakeAudio/Caucasian (American)/men/id01035,FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id01035/00012_fake.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id01035/00012_fake.mp4
id01042,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,Caucasian (American),men,00154_fake.mp4,FakeAVCeleb/RealVideo-FakeAudio/Caucasian (American)/men/id01042,FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id01042/00154_fake.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id01042/00154_fake.mp4
id01044,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,Caucasian (American),men,00336_fake.mp4,FakeAVCeleb/RealVideo-FakeAudio/Caucasian (American)/men/id01044,FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id01044/00336_fake.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id01044/00336_fake.mp4
id01048,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,Caucasian (American),men,00160_fake.mp4,FakeAVCeleb/RealVideo-FakeAudio/Caucasian (American)/men/id01048,FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id01048/00160_fake.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id01048/00160_fake.mp4
id01096,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,Caucasian (American),men,00037_fake.mp4,FakeAVCeleb/RealVideo-FakeAudio/Caucasian (American)/men/id01096,FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id01096/00037_fake.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id01096/00037_fake.mp4
id01105,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,Caucasian (American),men,00083_fake.mp4,FakeAVCeleb/RealVideo-FakeAudio/Caucasian (American)/men/id01105,FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id01105/00083_fake.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id01105/00083_fake.mp4
id01124,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,Caucasian (American),men,00063_fake.mp4,FakeAVCeleb/RealVideo-FakeAudio/Caucasian (American)/men/id01124,FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id01124/00063_fake.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id01124/00063_fake.mp4
id01163,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,Caucasian (American),men,00195_fake.mp4,FakeAVCeleb/RealVideo-FakeAudio/Caucasian (American)/men/id01163,FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id01163/00195_fake.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id01163/00195_fake.mp4
id01168,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,Caucasian (American),men,00028_fake.mp4,FakeAVCeleb/RealVideo-FakeAudio/Caucasian (American)/men/id01168,FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id01168/00028_fake.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id01168/00028_fake.mp4
id01172,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,Caucasian (American),men,00015_fake.mp4,FakeAVCeleb/RealVideo-FakeAudio/Caucasian (American)/men/id01172,FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id01172/00015_fake.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id01172/00015_fake.mp4
id01175,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,Caucasian (American),men,00025_fake.mp4,FakeAVCeleb/RealVideo-FakeAudio/Caucasian (American)/men/id01175,FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id01175/00025_fake.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id01175/00025_fake.mp4
id01182,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,Caucasian (American),men,00167_fake.mp4,FakeAVCeleb/RealVideo-FakeAudio/Caucasian (American)/men/id01182,FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id01182/00167_fake.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id01182/00167_fake.mp4
id01192,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,Caucasian (American),men,00217_fake.mp4,FakeAVCeleb/RealVideo-FakeAudio/Caucasian (American)/men/id01192,FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id01192/00217_fake.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id01192/00217_fake.mp4
id01201,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,Caucasian (American),men,00028_fake.mp4,FakeAVCeleb/RealVideo-FakeAudio/Caucasian (American)/men/id01201,FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id01201/00028_fake.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id01201/00028_fake.mp4
id01210,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,Caucasian (American),men,00283_fake.mp4,FakeAVCeleb/RealVideo-FakeAudio/Caucasian (American)/men/id01210,FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id01210/00283_fake.mp4,../data/raw/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id01210/00283_fake.mp4
